input,target,prediction
saeralaathan,சேரலாதன்,சேரலாதன்
urumivittup,உறுமிவிட்டுப்,உருமிவிட்டுப்
pugalpetrtravai,புகழ்பெற்றவை,புகல்றெற்றவை
koottathukku,கூட்டத்துக்கு,கூட்டதுக்கு
form,ஃபார்ம்,பார்ர்
plaiyars,பிளையர்ஸ்,பிலையர்்்
pitikka,மீன்,பிடிக்க
kulanggalum,குளங்களும்,குளங்களும்
naattukkum,நாட்டுக்கும்,நாட்டுக்கும்
rink,ரிங்க்,ரிங்
dun,டூன்,டு
inaiyathalangalil,இணையதளங்களில்,இணையதன்கககளல்
chico,சிகோ,சிக்
mudiyala,முடியல,முடியல
paiththiyam,பைத்தியம்,பைத்தியம்
piranthirullathu,பிறந்துள்ளது,பிறந்திருள்ளது
bagyaraj,பாக்யராஜ்,பா்்ராஜ்
innum,இன்னும்,இன்னும்
seyalmuraigalai,செயல்முறைகளை,செயல்முறைகளை
kadarkaraiyai,கடற்கரையை,கடர்கரையை
kutrezhuthaiyum,குற்றெழுத்தையும்,குறுரெழத்தைம்
dayton,டேடான்,டய்டோன்
uudaka,ஊடக,டடக்
veeraraaga,வீரராக,வீராாக
limitettum,லிமிடெட்டும்,லிமிட்ட்டும்
pennukkum,பெண்ணுக்கும்,பென்னுக்கும்
sangkangkalukku,சங்கங்களுக்கு,சங்கங்களுக்கு
vazhanguvathai,வழங்குவதை,வழங்குவதை
prakash,பிரகாஷ்,பிராச்்
thervil,தேர்வில்,தேர்வில்
nikazhvukalaip,நிகழ்வுகளைப்,நிகழ்வுகளைப்
vanpunarvu,வன்புணர்வு,வன்புணர்வு
kilar,கிழார்,கிலர்
annan,அண்ணன்,அன்னன்
visaariththaar,விசாரித்தார்,விசாரித்தார்
sasaram,சசரம்,சசரம்
mickiy,மிக்கி,மிக்கி
nuzhaindhadhu,நுழைந்தது,நுழைந்தது
nirvaagaththil,நிர்வாகத்தில்,நிற்வாகத்தில்
maddox,மாடாக்ஸ்,மட்டாக்
balaathkaara,பலாத்கார,பாலட்கார
kondirukkumendru,கொண்டிருக்குமென்று,கொண்டிருக்குச்ன்று
seyyappattavai,செய்யப்பட்டவை,செய்யப்பட்டவை
cybe,சைப்,காப்பி
virumbukirom,விரும்புகிறோம்,விரும்புகிறோம்
chouhan,சௌஹான்,சோஜன்
peyarilum,பெயரிலும்,பெயரிலும்
thunpuruththal,துன்புறுத்தல்,துன்புறுத்தல்
kadamaiyalargalai,கடமையாளர்களை,கடமையல்களகள
keanthiriya,கேந்திரிய,கான்றியிய
unargiren,உணர்கிறேன்,உணர்கிறேன்
amaitthu,அமைத்து,அமைத்து
welsh,வெல்ஷ்,வெல்்
valangkuvathai,வழங்குவதை,வழங்குவதை
unnda,உண்ட,உண்டா
chuthamaana,சுத்தமான,சுதமான
hyderabad,ஹைதராபாத்,ஸ்யோரரபட
bryant,பிரையண்ட்,பிராய்ந்
tonii,டோனி,டொனி
pathikkapatullathu,பாதிக்கப்பட்டுள்ளது,பதிக்கபட்டுள்ளது
crosby,க்ராஸ்பை,கிராப்பி
udainthathu,உடைந்தது,உடைந்துு
yogam,யோகம்,யோகம்
design,டிசைன்,தேசிக்
aayvum,ஆய்வும்,ஆய்வும்
kaappaatrik,காப்பாற்றிக்,காப்பாற்றிக்
ninaiyaai,நினையாய்,நினையாய்
narayanaya,நாராயணாய,நாரசனய
panriyin,பன்றியின்,பன்ரியின்
tietanium,டைட்டானியம்,டெடனினும்
therkaaka,தெற்காக,தெற்காக
tetanium,டைட்டானியம்,டெடனியும்
evaikalai,இவைகளை,இவைகள்
valikaattu,வழிகாட்டு,வளிகாட்டு
enima,ஆன்மா,எனிமா
nikazhvaiyum,நிகழ்வையும்,நிகழ்வையும்
teksaas,டெக்சாஸ்,டெக்காச்
ninaiyaay,நினையாய்,நினையாய்
alappuzha,ஆலப்புழா,அளப்புழே
pakirnthullaar,பகிர்ந்துள்ளார்,பகிர்ந்துள்ளார்
thadaiyum,தடையும்,தடையும்
muhaideen,முகைதீன்,மைைதேன்
kondaataththil,கொண்டாட்டத்தில்,கொண்டாட்டதில்
mays,மேஸ்,மாய்
sakthi,ஓம்,சக்தி
aruvaruppaanathu,அருவறுப்பானது,அறுவருப்பானது
sangamathil,சங்கமத்தில்,சங்கமாதில்
aalayanggalin,ஆலயங்களின்,ஆலலச்சககளன்
vidayanmaaga,விடயமாக,விடயன்மாக
cholvathai,சொல்வதை,சொல்வதை
aluththi,அழுத்தி,அளுத்தி
ambalappuzhaikku,அம்பலப்புழைக்கு,அப்பலப்பழுக்குு
fine,ஃபைன்,பினி
prachcharathil,பிரச்சாரத்தில்,பிரச்சர்தில்
saanthappaduthum,சாந்தப்படுத்தும்,சாந்தப்படுதும்
vilaiyaattaakavum,விளையாட்டாகவும்,விளையாட்டாகவும்
padipaiyum,படிப்பையும்,படிபையும்
samdharshni,சம்தர்ஷனி,சம்தர்்சின
tenurai,டெனுரை,தெனுரை
oppandha,ஒப்பந்த,ஒப்பந்த
bhaavanai,பாவனை,பாவனை
cheyenne,சீயென்னே,செயென்னே
availaik,அவளைக்,அவைலைக்
kaettathu,கேட்டது,கேட்டது
bankura,பங்குரா,பங்குற
odssi,ஒடிசி,ஒஸ்ஸ்யி
irunthaaley,இருந்தாலே,இருந்தாலே
pesuvom,பேசுவோம்,பெசுவோம்
lalithaa,லலிதா,லளிதா
koodugalil,கூடுகளில்,கூடுகளில்
padaiththu,படைத்து,படைத்து
bai,பை,யா
kofii,கோபி,கோஜிபி
asokaa,அசோகா,அச்கா
ezhunthullana,எழுந்துள்ளன,எழுந்துள்ள
lopez,லோபஸ்,லோப்்
eerukalai,ஈறுகளை,எருகளை
black,ப்ளாக்,பிலாக்்
appakuthi,அப்பகுதி,அப்பகுதி
sittharth,சித்தார்த்,சித்தர்த்
greenwood,கிரீண்வுட்,க்ரெனேனேட்
ketkirar,கேட்கிறார்,கெட்கிறர்
tarunatthai,தருணத்தை,தருந்ததை
dhindhwal,திந்த்வால்,தின்தவல்
thadaiyai,தடையை,தடையை
munaippilirunthu,முனைப்பிலிருந்து,முனைப்பிலிருந்து
vaangitu,வாங்கிட்டு,வாங்கிடு
kannaththil,கன்னத்தில்,கண்ணத்தில்
camarillo,கமரில்லோ,சமரியல்லோ
pirathyaekamaaka,பிரத்யேகமாக,பிரத்தசமாக
paigal,பைகள்,பைகள்
udampai,உடம்பை,உடம்பை
veter,வாட்டர்,வெட்ர்
alavukadantha,அளவுகடந்த,அளவுகள்தத
evvitham,எவ்விதம்,எவ்விதம்
karnanin,கர்ணனின்,கர்னனின்
kidaikkakk,கிடைக்கக்,கிடைக்கக்க
aappirikkavilum,ஆப்பிரிக்காவிலும்,ஆப்பிரிவிக்களும்
sozhapuram,சோழபுரம்,சோழபுரம்
aadhangam,ஆதங்கம்,ஆதங்கம்
anithaa,அனிதா,அனிதா
uruppugalukku,உறுப்புகளுக்கு,உருப்புகளுக்கு
cooltt,கோல்ட்,கோல்ட்ட்
arivippil,அறிவிப்பில்,அறிவிப்பில்
katturaikumana,கட்டுரைக்குமான,கட்டுரிகமுன
tobago,டொபாகோ,டோக்கோ
nav,நவ,வா
iuri,யூரி,இரி
neeraetram,நீரேற்றம்,நீரேற்மா
tyler,டைலர்,ட்லையர்
sandhyaa,சந்தியா,சந்தியா
balrampur,பல்ராம்புர்,பாரர்மபபர்
sadhi,சதி,சதி
illaiyaam,இல்லையாம்,இல்லையாம்
laurus,லாரஸ்,லாருச்
industries,இண்டஸ்ட்ரீஸ்,இன்டிர்சேரிஸ்
nanmaiye,நன்மையே,நண்மையே
marakkattaikal,மரக்கட்டைகள்,மறக்கட்டைகள்
goalkalai,கோல்களை,கோல்களை
thengaip,தேங்காய்ப்,தெங்கைப்
endrale,என்றாலே,என்றலே
villaikal,வில்லைகள்,விள்ளைகள்
aalayankalai,ஆலயங்களை,ஆளலச்சளை
emilii,எமிலி,எமிலி
kadaththappattirukku,கடத்தப்பட்டிருக்கு,கடத்தப்பட்டிருக்கு
unaru,உணரு,உணரு
vilas,விலாஸ்,வில்
kidaikkaatu,கிடைக்காது,கிடைக்காடு
pulavargalai,புலவர்களை,புலவர்களை
seiyyappattanar,செய்யப்பட்டனர்,செய்யைப்பட்டனர்
religare,ரெலிகரே,ரெளிகேரே
ahmadabad,அஹமதாபாத்,அன்மடபட
padaitthathu,படைத்தது,படைத்தது
adhigabatcham,அதிகபட்சம்,அதிகபாச்சம்
cotton,காட்டன்,கோட்டன்
seiyyappaduvadhum,செய்யப்படுவதும்,செய்யைப்படுவதும்
madhya,மத்ய,மத்த
cooper,காப்பர்,கோபோர்
muslim,முசுலீம்,மாஸ்லிம்
kallurikalum,கல்லூரிகளும்,கல்லுரிகளும்
kulirchchi,குளிர்ச்சி,குளிர்ச்சி
siththandha,சைவ,சித்தன்
matakkukireergal,மடக்குகிறீர்கள்,மடக்குகிறீர்கள்
ethirpaarppugal,எதிர்பார்ப்புகள்,எதிர்பார்ப்புகள்
pinnuuttam,பின்னூட்டம்,பின்னுட்டம்
calvin,கெல்வின்,கால்னி
ilatchiyaththirkum,இலட்சத்திற்கும்,இலட்சியத்திற்கும்
merta,மெர்டா,மேர்டா
kodaikanal,கொடைகானல்,கொடைகளன்
mugaitheen,முகைதீன்,முகைதேன்
qarlos,கார்லோஸ்,காரர்்
pirithaar,பிரித்தார்,பிரிதார்
waterloo,வாட்டர்லூ,வேடர்லோ
naagareeganggalil,நாகரீகங்களில்,நாகரீகங்களில்
kettaalum,கேட்டாலும்,கெட்டாலும்
arivikkappattulla,அறிவிக்கப்பட்டுள்ள,அறிவிக்கப்பட்டுள்ள
carbogen,கார்போஜென்,கார்பேசன்
tarunankalil,தருணங்களில்,தருணங்களில்
kuuttangalai,கூட்டங்களை,குட்டங்களை
sanggaththai,சங்கத்தை,சங்கத்தை
thanthiranggal,தந்திரங்கள்,தந்திரங்கள்
avathaarangkal,அவதாரங்கள்,அவதாரங்கள்
ganangal,கணங்கள்,கணங்கள்
kitantha,கிடந்த,கிடந்த
jindal,ஜிந்தால்,ஜின்டால்
chaethamadainththana,சேதமடைந்தன,சேதமமைந்தத்த
puunaa,பூனா,புனா
nanbargalukkum,நண்பர்களுக்கும்,நன்பர்களுக்கும்
alipur,அலிபுர்,அளிபுர்
mudivirku,முடிவிற்கு,முடிவிற்கு
marakkattaigal,மரக்கட்டைகள்,மறக்கட்டைகள்
jha,ஜா,ேய
thamilagatthukku,தமிழகத்துக்கு,தமிகளக்ததுககு
mahayanaa,மகாயான,மாயனா
makalaith,மகளைத்,காலைத்
vilaiyaadavillai,விளையாடவில்லை,விளையாடிவல்லை
bombay,பாம்பே,போம்பை
vazhikaattum,வழிகாட்டும்,வழிகாட்டும்
koovaiyin,கோவையின்,கோவையின்
koolin,கோளின்,கோலின்
thirangalaiyum,திறன்களையும்,திரங்களையும்
kavalturaip,காவல்துறைப்,கவல்றுபைப்
denver,டென்வர்,டென்வர்
cauimbetore,கோவை,காயம்பெட்ரே
bajpai,பாஜ்பாய்,பாப்பை
kidaikkaathu,கிடைக்காது,கிடைக்காது
betless,பீட்டில்ஸ்,பெட்லாஸ்ஸ்
thalaivargalukku,தலைவர்களுக்கு,தலைவர்களுக்கு
kattanaththil,கட்டணத்தில்,கட்டனத்தில்
sendrulla,சென்றுள்ள,சென்றுள்ள
thenik,தெனிக்,தெனிக்
edhirppukkalinaalum,எதிர்ப்புக்களினாலும்,எதிர்ப்புக்கினாலலம்
kophee,கோபி,கோகி
surabhi,சுரபி,சுராசி
sivaperumaanae,சிவபெருமானே,சிவபெருமானே
jurdan,ஜோர்டான்,ஜொர்டன்
nadigaiyum,நடிகையும்,நடிகையும்
kanchipuram,காஞ்சிபுரம்,கஞ்சிபுறம்
reedar,ரேடார்,ரேடர்
porulaakavum,பொருளாகவும்,பொருளாகவும்
pugaiyiradha,புகையிரத,புகையிறத
thulaiththu,துளைத்து,துளைத்து
awasthi,அவஸ்தி,அவா்சத்
alavukalai,அளவுகளை,அளவுகளை
thandavaala,தண்டவாள,தண்டவாள
palavaaraaga,பலவாறாக,பலவாராக
ciruvanin,சிறுவனின்,சிறுவனின்
africaavukku,ஆப்பிரிக்காவுக்கு,அறிச்சாவுக்கு
reese,ரீஸ்,ரேசே
pettruththandhadhu,பெற்றுத்தந்தது,பெற்றுத்தனதது
pulavar,புலவர்,புவர்வ்
konark,கொனார்க்,கோனர்க்
engkoa,எங்கோ,எங்கோ
person,பர்சன்,பெர்்்ன்
adikalayum,அடிகளையும்,அடிகளைும்
gingee,செஞ்சி,கிங்கே
padangkalin,படங்களின்,படங்களின்
kidaikkak,கிடைக்கக்,கிடைக்கக்
thiruthathach,திருத்தச்,திருததச்
kaardu,சிம்,கார்டு
irakkappadugiraargal,இறக்கப்படுகிறார்கள்,இறக்கப்படுகிறார்கள்
pajakavukku,பாஜகவுக்கு,பகவாுக்கு
siiv,சிவ,சில்
clara,க்ளாரா,கிரார
kar,கர்,கர்
land,லேண்ட்,லான்ட்
kanavanadhu,கணவனது,கணவனது
kalandhuvittrundhaan,கலந்துவிட்டிருந்தான்,கலந்துவிட்டுந்தான்
bajindhar,பஜிந்தர்,பாிிந்தர்
padmanaaban,பத்மநாபன்,பட்னானன்
shahvai,ஷாவை,சா்வை
sollapappattadhu,சொல்லப்பட்டது,சொல்லப்படப்படு
kuraindavai,குறைந்தவை,குறைந்தவை
eppavum,எப்பவும்,எப்பவும்
jalaun,ஜலாயுன்,லாலுன்
tharunathai,தருணத்தை,தருநதை
vaakkuvaadham,வாக்குவாதம்,வாக்குவாதம்
baanaththil,பானத்தில்,பானத்தில்
aanchchanaeyar,ஆஞ்சநேயர்,ஆஞ்சனசேயர்
murukkugiradhu,முறுக்குகிறது,முறுக்குகிறது
kambaramayanaththil,கம்பராமாயணத்தில்,கம்பரமானத்திலல்
seithavarukku,செய்தவருக்கு,செய்வவருக்கு
flint,ஃபிளிண்ட்,லி்்ன்ட்
goli,கோலி,கோலி
poochchugal,பூச்சுகள்,பூச்சுகள்
poanra,போன்ற,போன்ரா
binvaangkinaar,பின்வாங்கினார்,பின்வாங்கினார்
kutch,கட்ச்,குட்ச்
mushlimmaggalukku,முஸ்லிம்மக்களுக்கு,மொஷ்னிலமுக்கக்கககு
livermore,லிவர்மோர்,லிவர்ம்ரே
vetpaalargalai,வேட்பாளர்களை,வெட்பாளர்களை
shoottik,சூட்டிக்,சூட்டிக்
vendum,கிடைக்க,வெண்டும்
ioore,யூரி,எரேரே
rosario,ரொசாரியோ,ரோஜிரோய
kuwaa,குவா,குவா
prabu,பிரபு,பிரபு
nerkonda,நேர்கொண்ட,நெர்கொண்ட
unarndhulladhaleye,உணர்ந்துள்ளதாலேயே,உணர்ந்துள்ளதையே
parththu,பர்த்து,பர்த்து
vaayaal,தன்,வாயால்
guurilla,கொரில்லா,குறில்லா
thiraikkup,திரைக்குப்,திரைக்குப்
apcotex,ஆப்கோடெக்ஸ்,அப்படட்ஸ்
puthaiththu,புதைத்து,புதைத்து
pankutharar,பங்குதாரர்,பங்குதர்
varukindrana,உலா,வருகின்றன
vaazhvum,வாழ்வும்,வாழ்வும்
plaant,பிளாண்ட்,பிலாந்த்
whittier,விட்டியர்,வித்திர்
cutler,கட்லர்,கட்டலர்
latiin,லத்தீன்,லடிிின்
verumanea,வெறுமனே,வெருமேனா
magalaith,மகளைத்,காலைத்
patimatthin,படிமத்தின்,படிம்ததின்
thoolvikku,தோல்விக்கு,தோல்விக்கு
thoalvikkup,தோல்விக்குப்,தோல்விக்குப்
andhra,ஆந்த்ரா,அந்தர
berg,பெர்க்,பெர்க்
theriyaadhaa,தெரியாதா,தெரியாதா
kandukkapattulathu,கண்டுக்கப்பட்டுள்ளது,கண்டுக்கப்படுள்து
kothikum,கொதிக்கும்,கொதிக்கு
solanki,சோலாங்கி,சோலங்கி
thamizhagatthilum,தமிழகத்திலும்,தமிழகக்திலும்
schultz,ஷுல்ஸ்,ச்சல்்ட்
tewari,திவாரி,டேவரி
nagarungga,நகருங்க,நகருங்க
nirupar,நிருபர்,நிறுபார்
needhimandril,நீதிமன்றில்,நீதிமன்றி
elimaiyaakak,எளிமையாகக்,எலிமையாகக்
veezhchchikkum,வீழ்ச்சிக்கும்,வீழ்ச்சிக்கும்
berlin,பெர்லின்,பெர்லின்
sonnarkal,சொன்னார்கள்,சொன்றங்கள்
asoqa,அசோகா,அசோகா
veelchchikkum,வீழ்ச்சிக்கும்,வீஞ்சிச்சுக்
sollappadugiraargal,சொல்லப்படுகிறார்கள்,சொல்லப்படுகிறார்கள்
marainr,மரைனர்,மரை்்்
aayirakkanakkil,ஆயிரக்கணக்கில்,ஆயிரக்கங்கககள்
mendez,மென்டெஸ்,மேன்டி
azhagil,அழகில்,அழக்லி
kalakattangalil,காலகட்டங்களில்,கலகட்டங்களில்
music,மியூசிக்,மோசிச்
vendiyathuthaan,வேண்டியதுதான்,வெண்டியதுதான்
pilae,பிலே,பிலே
ullooratchi,உள்ளூராட்சி,உள்ளூர்சடி
maanavargal,மாணவா்கள்,மாணவர்கள்
spartanburg,ஸ்பார்டன்பர்க்,ஸ்பார்த்புக்்
saalukkiyargal,சாளுக்கியர்கள்,சாலுக்கியர்கள்
thalatthudan,தளத்துடன்,தலத்துடன்
ilamvayidhilaeyae,இளம்வயதிலேயே,இலம்வையிலேயேேே
samsaram,சம்சாரம்,சம்சரம்
vazhakkuppathivu,வழக்குப்பதிவு,வழக்குப்பதிவு
valaikudaavil,வளைகுடாவில்,வளைகுடாவில்
muyanrapoathu,முயன்றபோது,முயன்றபோது
seluththiyullathaagavum,செலுத்தியுள்ளதாகவும்,செலுத்தியுள்ளதாகவும்
kampenikal,கம்பெனிகள்,கம்பெனிகள்
netrip,நெற்றிப்,நெறிப்
tholainookki,தொலைநோக்கி,தொலைநூக்கி
magaathaeve,மகாதேவி,மகாதேவே
preem,பிரேம்,ப்ரேமே
vaakuvaatham,வாக்குவாதம்,வாகுவாம்
seyalaiyay,செயலியை,செயலையய்
kaneepaa,கனீபா,கணீபா
pangillaiya,பங்கில்லையா,பங்கில்லைய
gurila,கொரில்லா,குறில
pidiththavargalaagavoo,பிடித்தவர்களாகவோ,பிடித்தவர்களாகவோ
saranadainthathu,சரணடைந்தது,சரணடைந்தது
praveen,பிரவீன்,பிரேவேன்
frazier,ஃப்ரேசியர்,ப்ரேரிர்
karugi,கருகி,கருகி
poonaiyin,பூனையின்,பூனையின்
vidaadheergal,விடாதீர்கள்,விடாதீர்கள்
yerpadave,ஏற்படவே,யெற்படவே
rohtak,ரோடக்,ரோட்க
mannikkavum,மன்னிக்கவும்,மண்ணிக்கவும்
buena,ப்யூனா,பீன
jenn,ஜென்,ஜென்
veruththaar,வெறுத்தார்,வெறுத்தார்
himachalap,இமாச்சலப்,விசசசபபப
mahbubnagar,மஹ்புப்நகர்,மாப்புகன்
kavarndha,கவர்ந்த,கவர்ந்த
palakkad,பாலக்காடு,பலக்கட்
gillette,கில்லட்,கில்ல்ட்டே
committiyil,கமிட்டியில்,காம்மிட்டியில
koppaiyil,கோப்பையில்,கொப்பையில்
paguppaayvu,பகுப்பாய்வு,பகுப்பாய்வு
noidaa,நொய்டா,நோய்டா
racklaa,ரேக்ளா,ராக்களா
vichaariththa,விசாரித்த,விச்சரித்த
kampattin,கம்பத்தின்,கம்பட்டின்
tholilin,தொழிலின்,தொலிலின்
thamizharingyar,தமிழறிஞர்,தமிழரிச்சிர்
oyal,ஆயில்,யலோ்
vishwakarma,விஸ்வகர்மா,விஷ்வரகம்
qiiran,கிரண்,சிரினன்
sastrrii,சாஸ்திரி,சா்ர்ரி
ulhasnagar,உல்லாஸ்நகர்,உளஞ்சாகர்
kaettanar,கேட்டனர்,கேட்டனர்
unavugalaich,உணவுகளைச்,உணவுகளைச்
thondriya,தோன்றிய,தொன்றிய
pothumai,பொதுமை,பொதுமை
mohammad,முஹம்மத்,மோமம்டா
carson,கர்சன்,கார்ஸ்ன்
yuba,யூபா,யுபா
nuzhinththathu,நுழைந்தது,நுழிந்தது
chozhar,சோழர்,சோர்
surendarr,சரணடைய,சுர்ந்்ார்
vlademer,விளாடிமிர்,வ்டமெடேர்
lugo,லூகோ,லுகோ
pyjmies,பியார்,பி்்்மம்்
panesar,பனேசர்,பனேசர்
morales,மோராலெஸ்,மோரல்ஸ்
mahindhiraa,மஹிந்திரா,மசிந்திரா
anjchu,அஞ்சு,அஞ்சு
kiriththavargalin,கிறித்தவர்களின்,கிரித்தவர்களின்
paaluuttikalil,பாலூட்டிகளில்,பாலுடுக்கடில்
jaadhaav,ஜாதாவ்,ஜாதாவ்
sadhaveedhamaaka,சதவீதமாக,சதவீதமாக
thodumpothu,தொடும்போது,தொடும்போது
leandro,லியான்ட்ரோ,லென்றோ
pukalpetrtraar,புகழ்பெற்றார்,புகல்பெற்றார்
kiiran,கிரண்,கிர்்னன
porunkadalil,பொருங்கடலில்,பொருங்கடடலில
upadhyay,உபாத்யாய்,உபத்யய
sasidharan,சசிதரன்,சசிதரன்
siraikku,சிறைக்கு,சிறைக்கு
valangappadaamal,வழங்கப்படாமல்,வளங்கப்படாமல்
sollikkinen,சொல்லிக்கினேன்,சொல்லிக்கினன்
pinpuramaaga,பின்புறமாக,பின்புறமாக
nigazhvaip,நிகழ்வைப்,நிகழ்வைப்
theerkkatharisi,தீர்க்கதரிசி,தீர்க்கதரிசி
oodakaththil,ஊடகத்தில்,ஓடகத்தில்
kayitrtrin,கயிற்றின்,கயிற்றின்
onrukkaakavum,ஒன்றுக்காகவும்,ஒருங்குகாகவும்
yenid,எனிட்,யெனிட்
thokuppil,தொகுப்பில்,தொகுப்பில்
rehmaan,ரஹ்மான்,ரெய்மான்
kadanthadhu,கடந்தது,கடந்தது
kalluri,கல்லூரி,கல்லுரி
caent,சென்ட்,கேன்ட்
suyanalaththukkaagavo,சுயநலத்துக்காகவோ,சுயனலத்துவுக்ககக
uruthiyaana,உறுதியான,உறுதியான
indiavai,இந்தியாவை,இந்திவாய்
nakarththuvathaiyum,நகர்த்துவதையும்,நகர்த்துவதைைும்
vinchi,விஞ்சி,விஞ்சி
thadayanggal,தடயங்கள்,தடைங்கள்
godfrey,காட்ஃப்ரே,கோட்டரிய
jaapaan,ஜப்பான்,ஜாபான்
kofi,கோபி,கோஜா
nuzhinththapoathu,நுழைந்தபோது,நுழிந்தபோது
richardson,ரிச்சர்ட்சன்,ரிச்்ார்்்்்
yavarukkum,எவருக்கும்,வயறுக்கும்
saasanangal,சாசனங்கள்,சாசனங்கள்
sirohi,சிரோஹி,சிரோயி
keezhiranki,கீழிறங்கி,கீழிரங்கி
symms,சிம்ஸ்,ஸைம்ஸ்
alexander,அலெக்சாண்டர்,அலெயன்டேட்
thunichchal,துணிச்சல்,துனிச்சில்
sanggaththil,சங்கத்தில்,சங்கத்தில்
paekki,பெக்கி,பேக்கி
kalviyodu,கல்வியோடு,கல்வியோடு
kaasivisuvanathasuvamy,காசிவிசுவநாதசுவாமி,காசிவிச்வமாவுவரமை்
pirajvaran,பிரஜ்வரன்,பிராவரன்
kaalakattangalil,காலகட்டங்களில்,காலகட்டங்களில்
kidaikkakkoodiya,கிடைக்கக்கூடிய,கிடைக்கட்கூடிய
nathikalum,நதிகளும்,நதிகளும்
roaver,ரோவர்,ராவர்
achchaththil,அச்சத்தில்,அச்சத்தில்
thanakkaga,தனக்காக,தனக்கக
kalaai,கலாய்,காலாய்
magizhndhiruppargal,மகிழ்ந்திருப்பார்கள்,மகிழ்ந்திருப்பக்கள்
torres,டார்ரெஸ்,டோர்ர்ஸ்
pirandhadhaal,பிறந்ததால்,பிறந்தாலல்
state,ஸ்டேட்,ஸ்டேடே
nadhiyil,நதியில்,நதியில்
pathakakkam,பதகக்கம்,பதகக்கம்
athupatrri,அதுபற்றி,அதுபாற்றி
nadiththathu,நடித்தது,நடித்தது
thankiya,தங்கிய,தண்கிய
visaarithar,விசாரித்தார்,விசாரிதர்
pandavargal,பாண்டவர்கள்,பண்டவர்கள்
dindigul,திண்டுக்கல்,திண்டிகுள்
kitaikkaathu,கிடைக்காது,கிடைக்காது
ramachchandiran,ராமச்சந்திரன்,ரமமச்சண்டின்
paaluuttigal,பாலூட்டிகள்,பாலுடுட்கள்
mudindthathum,முடிந்ததும்,முடிந்தத்ும்
preemm,பிரேம்,பிரேம்ம்
vidappattulladhu,விடப்பட்டுள்ளது,விடப்பட்டுள்ளது
syracuse,சைராகுஸ்,ஸ்ராச்சேசே
aaloachanaikalaiyum,ஆலோசனைகளையும்,ஆலோசனசலையையும்
ginniyaa,கிண்ணியா,கின்னியா
kaaranamaagave,காரணமாகவே,காரணமாகவே
aatrtru,ஆற்று,ஆற்று
sampirathaya,சம்பிரதாய,சம்பிறதா
selvadharkaaga,செல்வதற்காக,செல்வதற்காக
kuuttattin,கூட்டத்தின்,குட்டட்டின்
manassas,மனஸாஸ்,மானசஸ்
thamizhakatthu,தமிழகத்து,தமிழக்கது
dawid,டேவிட்,டைட்டி
kuurappatirukkum,கூறப்பட்டிருக்கும்,குறப்படிருக்கும்
thuravi,துறவி,துரவி
aththiyaayam,அத்தியாயம்,அத்தியாயம்
muththa,முத்த,முத்த
fincorp,ஃபின்கார்ப்,பின்பார்ப்
sarakkugal,சரக்குகள்,சரக்குகள்
maeniyai,மேனியை,மேனியை
nerukkadigal,நெருக்கடிகள்,நெறுக்கடைகள்
hardoi,ஹர்டோய்,ஹர்டோயி
enka,என்க,என்க
meengalin,மீன்களின்,மீங்களின்
kettadharku,கேட்டதற்கு,கெட்டதற்கு
thethiyum,தேதியும்,தெதியும்
seetuu,சிட்டு,சீடு
theerppaal,தீர்ப்பால்,தீர்ப்பால்
thaniththanik,தனித்தனிக்,தனித்தினக்
irukkavillai,இருக்கவில்லை,இருக்கவில்லை
sind,சிந்த்,சின்ட்
secret,சீக்ரெட்,செக்ராட்
saanji,சாஞ்சி,சான்சி
amerikaa,அமெரிக்கா,அமெர்காய
arrakka,அரக்க,அர்கக்க
theriviththullathaagavum,தெரிவித்துள்ளதாகவும்,தெரிவித்துள்ளதாகவும்
azhakil,அழகில்,அழக்கில்
dheergadarisi,தீர்க்கதரிசி,தீர்கரடிசி
kaelvin,கெல்வின்,கேல்வின்
pirkaalaththu,பிற்காலத்து,பிற்காளத்து
bharadwaj,பரத்வாஜ்,பார்வார்
pasadena,பசதேனா,பசடேன
pooki,போகி,பூகி
chaallukiyar,சாளுக்கியர்,சால்லுகியிர்
aarvaththai,ஆர்வத்தை,ஆர்வத்தை
sellers,செல்லர்ஸ்,செல்லர்ஸ்
pirathaesam,மத்தியப்,பிரதேசம்
securities,செக்யூரிட்டீஸ்,செக்ரூடிச்
kooppaikkaana,கோப்பைக்கான,கூப்பைக்கான
pirabhuvin,பிரபுவின்,பிரபுவின்
erkanavae,ஏற்கனவே,எற்கனவே
kaetkappaduvathai,கேட்கப்படுவதை,கேட்கப்படுவதை
peyaro,பெயரோ,பெயர்
varghese,வர்கீஸ்,வர்கேசே
avanka,அவங்க,அவங்க
kudayyin,குடையின்,குடையின்
kasera,கசேரா,கசேரர
konduuraiyatrum,கொண்டுஉரையாற்றும்,கொண்டுரையற்றும்
mantham,மந்தம்,மந்தம்
chiraippadikkiren,சிறைப்படிக்கிறேன்,சிறைப்படிக்கிறேன்
podaathaiyum,போடாதையும்,பொடாதையும்
kulangkalai,குளங்களை,குளங்களை
missouri,மிஸோரி,மிஸ்சூரி
thiraikku,திரைக்கு,திரைக்கு
ekapoaka,ஏகபோக,எகோகா
panigal,பணிகள்,பணிகள்
seyalaichcheiyaamal,செயலைச்செய்யாமல்,செயலைச்செய்யமால்
kadhigalukku,கைதிகளுக்கு,கதிகளுக்கு
